Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date,Total Equity Funding Amount,Valuation at IPO
Enjoy,https://www.crunchbase.com/organization/enjoy,"Commerce and Shopping, Administrative Services","Menlo Park, California, United States",A company created to change the way people buy and experience the things that matter.,2332,https://www.enjoy.com,Series Unknown,"$50,000,000","$80,000,000",-1.8,101-250,"Delivery, Consumer, Shopping",01/01/2014,Operating,08/06/2015,"$80,000,000",
FullStory,https://www.crunchbase.com/organization/fullstory,"Commerce and Shopping, Data and Analytics, Sales and Marketing, Internet Services","Atlanta, Georgia, United States",FullStory is a customer experience data app.,2333,http://www.fullstory.com,Series B,"$15,000,000","$27,197,854",-2.1,51-100,"Internet, Marketing, Analytics, E-Commerce",01/01/2012,Operating,05/18/2017,"$27,197,854",
Miaopai,https://www.crunchbase.com/organization/miaopai,"Apps, Media and Entertainment, Software, Video","Beijing, Beijing, China",Miaopai is a video app China based company.,2334,http://www.miaopai.com/,Series E,"$500,000,000","$775,000,000",1.2,,"Video, Apps, Software",01/01/2011,Operating,11/22/2016,"$775,000,000",
Euclid Analytics,https://www.crunchbase.com/organization/euclid,"Commerce and Shopping, Data and Analytics, Software","San Francisco, California, United States",Euclid Analytics provides insights and attribution for the physical world.,2338,http://euclidanalytics.com,Series C,"$20,000,000","$43,600,000",-1.9,11-50,"Analytics, Retail, B2B, Software, Big Data",01/01/2010,Operating,01/14/2016,"$43,600,000",
Datorama,https://www.crunchbase.com/organization/datorama,"Data and Analytics, Software, Sales and Marketing, Advertising","New York, New York, United States","Datorama is a SaaS-based, big data management platform for advertisers and ad agencies.",2341,http://datorama.com,Series C,"$32,000,000","$50,000,000",-0.5,101-250,"SaaS, Big Data, Software, Advertising",07/01/2012,Operating,09/12/2016,"$50,000,000",
Onshape,https://www.crunchbase.com/organization/onshape-inc-,"Science and Engineering, Software, Design, Mobile","Cambridge, Massachusetts, United States",Onshape is the first and only full-cloud 3D CAD system that lets everyone on a design team work together.,2345,http://www.onshape.com,Series D,"$105,000,000","$169,000,000",-0.2,51-100,"CAD, Mechanical Engineering, Mobile, Enterprise Software",01/01/2012,Operating,04/14/2016,"$169,000,000",
BigPanda,https://www.crunchbase.com/organization/bigpanda,"Hardware, Information Technology, Software, Internet Services","Palo Alto, California, United States",BigPanda is a data science platform for centralizing and correlating all of IT alerts.,2349,http://bigpanda.io/,Series B,"$5,000,000","$28,000,000",-1.4,51-100,"SaaS, Cloud Infrastructure, Enterprise Software, Infrastructure, Developer Tools, IT Management",01/01/2012,Operating,05/17/2016,"$28,000,000",
Victorious,https://www.crunchbase.com/organization/victorious-2,"Media and Entertainment, Software, Internet Services, Video","Santa Monica, California, United States","For entertainers who want to superserve their superfans, Victorious enables, manages and finances a digital superfan club.",2350,http://victorious.com/,Series B,"$25,000,000","$50,000,000",-2.5,51-100,"Internet, Video, Software, Content Creators",01/01/2013,Operating,05/24/2016,"$50,000,000",
PeerStreet,https://www.crunchbase.com/organization/peerstreet,"Real Estate, Financial Services","Los Angeles, California, United States",PeerStreet is a crowdfunding platform that gives investors easy access to high-yielding loans that are collateralized with real estate.,2352,https://www.peerstreet.com,Series A,"$15,000,000","$21,100,000",-1.9,51-100,"Real Estate Investment, FinTech, Crowdfunding, Real Estate",01/01/2013,Operating,11/17/2016,"$21,100,000",
Boom Technology,https://www.crunchbase.com/organization/boom-technology,"Science and Engineering, Transportation","Centennial, Colorado, United States",Boom Technology is making supersonic passenger travel into reality by making a supersonic airliner.,2356,http://boomsupersonic.com/,Series A,"$33,000,000","$35,240,000",-2.4,11-50,"Air Transportation, Infrastructure, Aerospace",01/01/2014,Operating,03/22/2017,"$35,240,000",
GitLab Inc,https://www.crunchbase.com/organization/gitlab-com,"Information Technology, Software","San Francisco, California, United States",GitLab is a web-based open source Git repository manager with wiki and issue tracking features.,2362,http://about.gitlab.com,Series B,"$20,000,000","$25,620,000",-1,11-50,"Information Technology, Open Source, Software",01/01/2014,Operating,09/13/2016,"$25,620,000",
Tenfold,https://www.crunchbase.com/organization/callinize,"Hardware, Information Technology, Data and Analytics, Software, Sales and Marketing, Artificial Intelligence, Mobile","Austin, Texas, United States","Tenfold helps companies have better customer conversations. Put customer information into action on the phone, every time, in real-time.",2366,https://www.tenfold.com,Series A,"$15,800,000","$17,228,000",-0.9,101-250,"Telecommunications, Data Integration, CRM, Sales Automation, Mobile, Customer Service, Enterprise Software, Predictive Analytics, Machine Learning",12/01/2014,Operating,03/27/2017,"$17,228,000",
enSilo,https://www.crunchbase.com/organization/ensilo,"Information Technology, Privacy and Security","San Francisco, California, United States",Automated Endpoint Security Platform,2379,https://www.ensilo.com/,Series A,"$13,000,000","$34,000,000",-0.3,51-100,"Cyber Security, Real Time",08/01/2014,Operating,05/01/2017,"$34,000,000",
Fever,https://www.crunchbase.com/organization/fever-3,"Platforms, Media and Entertainment, Events, Software, Internet Services, Mobile","New York, New York, United States",Fever is a mobile app and social discovery tool that provides a curated and personalized list of local events based on user preferences.,2380,http://www.feverup.com,Series C,"€4,300,000","$27,283,320",-1.1,11-50,"Social Media, Internet, Ticketing, Mobile, iOS, Android",02/15/2012,Operating,07/17/2017,"$27,283,320",
Tubular Labs,https://www.crunchbase.com/organization/tubular-labs,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Video","Mountain View, California, United States",Tubular Labs is the global leader in video intelligence for the cross-platform world.,2381,http://tubularlabs.com,Series C,"$10,000,000","$31,770,374",-0.3,51-100,"Enterprise Software, Analytics, Social Media Marketing, Video",04/17/2012,Operating,06/01/2016,"$30,770,374",
Drive Motors,https://www.crunchbase.com/organization/drive-motors,"Commerce and Shopping, Transportation","San Francisco, California, United States","Buy online from dealerships, in beta for Northern California.",2384,https://drivemotors.com/,Seed,"$5,200,000","$6,700,000",6.5,1-10,"Automotive, E-Commerce",01/01/2016,Operating,08/02/2017,"$6,700,000",
SecurityScorecard Inc.,https://www.crunchbase.com/organization/security-scorecard,"Hardware, Information Technology, Software, Internet Services, Privacy and Security","New York, New York, United States",The leading security company to predict and remediate potential security risks across organizations and their partners,2392,http://www.securityscorecard.com,Series B,"$20,000,000","$34,700,000",-0.3,101-250,"Information Technology, Cloud Computing, Cyber Security, Cloud Infrastructure, Security, Risk Management",01/01/2013,Operating,06/23/2016,"$34,700,000",
Lightspeed POS,https://www.crunchbase.com/organization/lightspeed-retail,"Hardware, Commerce and Shopping, Food and Beverage, Software, Payments, Internet Services, Financial Services, Mobile","Montréal, Quebec, Canada",Lightspeed provides point of sale and ecommerce solutions for retailers and restaurateurs to manage their businesses.,2395,http://www.lightspeedhq.com,Series C,"$61,000,000","$126,000,000",-0.2,501-1000,"Cloud Storage, Retail Technology, Retail, Point of Sale, Mobile, E-Commerce, Restaurants, Mobile Payments",03/20/2005,Operating,09/16/2015,"$126,000,000",
SimpliSafe Home Security,https://www.crunchbase.com/organization/simplisafe,"Hardware, Consumer Electronics, Real Estate, Privacy and Security","Boston, Massachusetts, United States","SimpliSafe Home Security designs, engineers, and sells wireless security alarm systems and services.",2396,http://simplisafe.com,Secondary Market,,"$57,000,000",-1.9,51-100,"Consumer Electronics, Smart Home, Security",01/01/2006,Operating,07/03/2017,"$57,000,000",
AliveCor,https://www.crunchbase.com/organization/alivecor,"Health Care, Mobile","San Francisco, California, United States","AliveCor is the worlds leading FDA-cleared mobile heart solution helping save lives, save money and bring healthcare into the 21st century",2398,http://alivecor.com,Series D,"$30,000,000","$43,500,000",-0.7,11-50,"Health Care, Medical Device, Mobile",01/01/2010,Operating,03/15/2017,"$43,500,000",
CircleCI,https://www.crunchbase.com/organization/circle-ci,"Data and Analytics, Software","San Francisco, California, United States","CircleCI provides software teams the confidence to build, test, and deploy across numerous platforms.",2399,https://circleci.com,Series B,"$18,000,000","$25,500,000",-1.1,101-250,"Developer Tools, Test and Measurement, Software, PaaS, Web Development",09/01/2011,Operating,05/16/2016,"$25,500,000",
Silversheet,https://www.crunchbase.com/organization/silversheet,"Information Technology, Software, Health Care","Santa Monica, California, United States","Silversheet is revolutionizing how healthcare facilities manage their workforce, and how healthcare professionals manage their own careers.",2403,https://www.silversheet.com,Series A,"$5,000,000","$10,200,000",7.5,1-10,"Software, Information Technology, Health Care",01/01/2014,Operating,08/14/2017,"$10,200,000",
UrWork,https://www.crunchbase.com/organization/urwork,"Real Estate, Administrative Services","Beijing, Beijing, China",URWork provides co-working spaces for Chinese startups,2408,http://www.urwork.cn/,Funding Round,"¥200,000,000","$164,717,918",-1.8,,"Business Development, Virtual Workforce, Coworking",01/01/2015,Operating,07/04/2017,"$164,717,918",
Job Today,https://www.crunchbase.com/organization/job-today,"Apps, Software, Professional Services, Mobile","Luxembourg, Luxembourg, Luxembourg",JobToday is a hiring app that matches job seekers and employers by location and other work criteria through its mobile messaging interface.,2417,http://jobtoday.com/,Series Unknown,"$35,000,000","$65,000,000",-0.5,11-50,"Employment, Mobile, Apps",01/01/2015,Operating,03/10/2017,"$65,000,000",
MindTickle,https://www.crunchbase.com/organization/mindtickle,"Gaming, Information Technology, Software, Sales and Marketing, Education","Sunnyvale, California, United States",MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,2418,http://www.mindtickle.com,Series A,"$12,500,000","$14,300,000",-0.4,101-250,"SaaS, Gamification, Enterprise Software, Sales Automation, Training",08/01/2011,Operating,11/19/2015,"$14,300,000",
SessionM,https://www.crunchbase.com/organization/sessionm,"Software, Sales and Marketing, Mobile","Boston, Massachusetts, United States",Marketing Automation + Dynamic Personalization + Full-View Analytics = SessionM,2428,http://www.sessionm.com,Series D,"$35,000,000","$73,500,000",-1.1,101-250,"Marketing Automation, Mobile, Personalization, Loyalty Programs",01/01/2011,Operating,09/08/2016,"$73,500,000",
Layer,https://www.crunchbase.com/organization/layer,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications","San Francisco, California, United States","Layer is a very high quality, scalable and open cloud service for communications that utilizes carrier grade VoIP systems.",2433,http://layer.com,Series B,"$15,000,000","$29,500,000",-0.7,11-50,"Internet, Messaging, Communications Infrastructure, Infrastructure",03/01/2013,Operating,03/05/2017,"$29,500,000",
Tremor Video,https://www.crunchbase.com/organization/tremor-video,"Media and Entertainment, Sales and Marketing, Advertising","New York, New York, United States",Tremor Video (NYSE: TRMR) is transforming the video advertising experience across all screens for the world’s leading brands.,2435,http://tremorvideo.com,Series Unknown,"$37,000,000","$120,207,735",-2,,"Advertising, Digital Media, Marketing",01/01/2005,IPO,09/12/2011,"$120,207,735","$494,000,000"
