Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date
CrowdStrike,https://www.crunchbase.com/organization/crowdstrike,"Information Technology, Privacy and Security","Irvine, California, United States",CrowdStrike is a cybersecurity technology firm pioneering cloud delivered next-generation endpoint protection and services.,460,http://www.crowdstrike.com,Series D,"$100,000,000","$256,000,000",4.7,,"Security, Cyber Security, Network Security",01/01/2011,Operating,05/17/2017
Ayasdi,https://www.crunchbase.com/organization/ayasdi,"Science and Engineering, Information Technology, Data and Analytics, Software, Financial Services, Design","Menlo Park, California, United States",Ayasdi offers a machine intelligence platform that helps organizations gain transformative advantage from big data,463,http://www.ayasdi.com,Series C,"$55,000,000","$106,348,982",4.3,51-100,"Data Visualization, Artificial Intelligence, Big Data, Machine Learning, Analytics, FinTech",01/01/2008,Operating,03/25/2015
OfferUp,https://www.crunchbase.com/organization/offerup,"Commerce and Shopping, Software, Payments, Financial Services, Mobile","Seattle, Washington, United States",OfferUp is changing how people buy and sell locally by making it as easy as taking and sharing a photo from your phone.,465,https://offerupnow.com/,Series C,"$11,000,000","$221,600,000",2.7,101-250,"Classifieds, Mobile, Mobile Payments, E-Commerce",01/01/2011,Operating,11/16/2016
Edmodo,https://www.crunchbase.com/organization/edmodo,"Media and Entertainment, Software, Education, Internet Services, Content and Publishing","San Mateo, California, United States",Edmodo is a global education network that connects all learners with the people and resources they need to reach their full potential.,466,http://www.edmodo.com,Series Unknown,,"$77,500,000",0.9,51-100,"Social Media, Blogging Platforms, Education, EdTech",09/02/2008,Operating,09/06/2015
WePay,https://www.crunchbase.com/organization/wepay,"Commerce and Shopping, Financial Services","Redwood City, California, United States",WePay is the payments partner to the platform economy.,471,http://go.wepay.com,Series D,"$40,000,000","$74,150,000",-0.1,101-250,"Financial Services, E-Commerce, SaaS, Risk Management",01/01/2008,Operating,05/20/2015
Remix,https://www.crunchbase.com/organization/remix,"Information Technology, Government and Military, Transportation","San Francisco, California, United States",Remix is a planning platform for public transit.,473,https://www.remix.com/,Series A,"$10,000,000","$12,000,000",7.5,11-50,"Transportation, Information Technology, GovTech, Public Transportation",10/31/2014,Operating,05/09/2017
Jawbone,https://www.crunchbase.com/organization/jawbone,"Hardware, Consumer Electronics, Sports, Health Care, Mobile","San Francisco, California, United States",Jawbone is an audio technology company developing and selling wearable technology and portable audio devices.,474,http://jawbone.com/home,Private Equity,"$165,000,000","$983,799,995",-1,251-500,"Hardware, Personal Health, Wearables, Consumer Electronics, Fitness, Mobile",01/01/1997,Operating,01/15/2016
Turo,https://www.crunchbase.com/organization/turo,"Commerce and Shopping, Transportation","San Francisco, California, United States",Turo offers car owners and travelers in the U.S. and Canada with a service to share vehicles by renting them.,478,https://turo.com/,Series C,"$47,000,000","$80,350,000",-0.1,51-100,"Peer to Peer, Marketplace, Transportation",01/01/2009,Operating,11/03/2015
eBay,https://www.crunchbase.com/organization/ebay,"Commerce and Shopping, Internet Services","San Jose, California, United States",eBay is an online marketplace that connects a global network of buyers and sellers.,479,http://ebay.com,Series Unknown,"$6,700,000","$6,700,000",-1,10001+,"E-Commerce, Auctions, Search Engine",09/01/1995,IPO,06/01/1997
Airware,https://www.crunchbase.com/organization/airware,"Science and Engineering, Hardware, Consumer Electronics, Software, Consumer Goods","San Francisco, California, United States",Airware is the Aerial Information Platform for developing and operating commercial drones.,481,http://airware.com,Series Unknown,,"$109,550,000",2.8,11-50,"Drones, Robotics, Enterprise Software, Aerospace",05/01/2011,Operating,02/02/2017
AdRoll,https://www.crunchbase.com/organization/adroll-semantic-sugar-inc,"Sales and Marketing, Internet Services, Advertising","San Francisco, California, United States",AdRoll is a marketing platform enabling brands of all sizes to create personalized ad campaigns based on their own website data.,482,http://www.adroll.com,Series C,"$70,000,000","$89,605,000",-0.4,,"Internet, Marketing, Advertising",06/01/2006,Operating,04/18/2014
WorldRemit,https://www.crunchbase.com/organization/worldremit,"Payments, Financial Services","London, England, United Kingdom",WorldRemit is a money transfer service that helps migrants send money to their loved ones all over the world,485,http://www.worldremit.com,Debt Financing,"$45,000,000","$192,655,000",-0.7,251-500,"Financial Services, Payments, Finance",01/01/2010,Operating,02/09/2016
Proofpoint,https://www.crunchbase.com/organization/proofpoint,"Information Technology, Software, Privacy and Security","Sunnyvale, California, United States","Proofpoint provides cloud-based email security, e-discovery and compliance solutions for companies to protect sensitive business data.",487,http://www.proofpoint.com,Series F,"$28,000,000","$85,500,000",-0.4,1001-5000,"Software, Network Security, Enterprise Software",06/01/2002,IPO,02/26/2008
Editas Medicine,https://www.crunchbase.com/organization/editas-medicine,"Biotechnology, Science and Engineering, Health Care","Cambridge, Massachusetts, United States",Editas Medicine is engaged in discovering and developing a novel class of genome editing therapeutics.,490,http://www.editasmedicine.com,Series B,"$120,000,000","$210,000,000",0.1,11-50,"Health Care, Genetics, Medical, Biotechnology",01/01/2013,IPO,08/10/2015
Honor,https://www.crunchbase.com/organization/honor-2,"Information Technology, Health Care, Mobile","San Francisco, California, United States",Honor provides personalized home care for people who want to continue to live in the homes they love—safely and happily—as they age.,491,http://joinhonor.com,Series B,"$42,000,000","$62,000,000",3.3,101-250,"Information Technology, Information Services, Mobile, Home Health Care",08/01/2014,Operating,08/05/2016
Minted,https://www.crunchbase.com/organization/minted,"Commerce and Shopping, Media and Entertainment, Real Estate, Internet Services","San Francisco, California, United States",Minted is a venture-backed social commerce company that crowdsources graphic designs and content from a global design community.,493,http://www.minted.com,Series D,"$38,000,000","$89,100,000",5.6,101-250,"Internet, Crowdsourcing, Home Decor, Art, E-Commerce",08/01/2007,Operating,10/30/2014
Datto,https://www.crunchbase.com/organization/datto,"Hardware, Information Technology, Software, Internet Services, Privacy and Security","Norwalk, Connecticut, United States","Datto offers backup, disaster recovery and business continuity solutions to small to medium-sized businesses (SMBs).",494,http://datto.com/,Series B,"$75,000,000","$100,000,000",0.9,501-1000,"Flash Storage, Software, Virtualization, Homeland Security, Cloud Computing",01/01/2007,Operating,11/17/2015
Glow,https://www.crunchbase.com/organization/glow,"Apps, Software, Health Care, Mobile","San Francisco, California, United States",Glow is a fertility app that crunches and analyzes vast quantities of data to help users take control of their reproductive health.,496,http://glowing.com,Series B,"$17,000,000","$23,000,000",7.1,11-50,"Health Care, Apps, mHealth, Women's",05/01/2013,Operating,10/02/2014
Blue Bottle Coffee,https://www.crunchbase.com/organization/blue-bottle-coffee,"Commerce and Shopping, Food and Beverage","Oakland, California, United States",Blue Bottle Coffee is a specialty coffee roaster focused on discovering and preserving the true nature of coffee.,498,http://www.bluebottlecoffee.com,Series C,"$74,958,000","$120,658,000",1.8,251-500,"Coffee, E-Commerce, Food and Beverage",01/01/2002,Operating,06/04/2015
Credit Karma,https://www.crunchbase.com/organization/credit-karma,"Financial Services, Lending and Investments","San Francisco, California, United States","Founded in 2007, Credit Karma is a personal finance company that's focused on helping everyone make financial progress.",500,https://www.creditkarma.com,Series D,"$175,000,000","$368,000,000",4.5,501-1000,"Personal Finance, Finance, Credit, FinTech",03/08/2007,Operating,06/23/2015
Flexport,https://www.crunchbase.com/organization/flexport,Transportation,"San Francisco, California, United States","Flexport is a platform for global trade. The company makes it easy for businesses to move products by air, land, and sea around the world.",503,https://www.flexport.com/,Series B,"$65,000,000","$94,000,000",-0.9,101-250,"Shipping, Logistics, Supply Chain Management",03/01/2013,Operating,09/26/2016
Cockroach Labs,https://www.crunchbase.com/organization/cockroach-labs,"Data and Analytics, Software","New York, New York, United States",Cockroach Labs provides world class open source infrastructure solutions.,508,http://www.cockroachlabs.com/,Series B,"$27,000,000","$53,500,000",0,11-50,"Database, Open Source, Enterprise Software",02/01/2015,Operating,05/10/2017
Egnyte,https://www.crunchbase.com/organization/egnyte,"Hardware, Consumer Electronics, Software, Internet Services","Mountain View, California, United States",Egnyte delivers smart content collaboration and governance in the cloud or on-premises worldwide.,512,http://www.egnyte.com,Series D,"$29,500,000","$62,500,000",-0.2,,"Computer, Collaboration, File Sharing, Cloud Computing, Enterprise Software",01/01/2007,Operating,12/11/2013
Square,https://www.crunchbase.com/organization/square,"Hardware, Software, Payments, Financial Services, Mobile","San Francisco, California, United States",Square is a merchant services aggregator and mobile payment company that aims to simplify commerce through technology.,517,http://squareup.com,Series E,"$150,000,000","$590,500,000",-0.7,1001-5000,"Hardware, Mobile, Finance, Payments, Software, FinTech, Mobile Payments",02/01/2009,IPO,10/03/2014
Stripe,https://www.crunchbase.com/organization/stripe,"Software, Payments, Financial Services, Lending and Investments","San Francisco, California, United States",Stripe provides a set of unified APIs and tools that instantly enable businesses to accept and manage online payments.,518,http://stripe.com,Series D,"$150,000,000","$440,000,000",-1.1,501-1000,"Developer APIs, Software, Credit Cards, Payments",01/01/2010,Operating,11/25/2016
BookMyShow,https://www.crunchbase.com/organization/bookmyshow,"Commerce and Shopping, Media and Entertainment, Events","Mumbai, Maharashtra, India","India's Largest Entertainment Central for Movie Tickets, Event Tickets, and Concert Tickets.",524,http://www.bookmyshow.com,Series C,"$81,500,000","$124,500,000",-0.2,501-1000,"Media and Entertainment, Online Auctions, Digital Entertainment, Ticketing",01/01/1999,Operating,07/05/2016
